state,year,sex,race,deaths,population,crude_rate,age_adjusted_rate,years_pll
District of Columbia,2021,Males,HI Native / Pacific Islander,0**,538,0.00**,0.00**,
District of Columbia,2021,Females,American Indian / Alaska Native,0**,1980,0.00**,0.00**,
District of Columbia,2021,Females,HI Native / Pacific Islander,0**,523,0.00**,0.00**,
District of Columbia,2020,Males,White,12**,154557,7.76**,8.88**,225
District of Columbia,2020,Males,Black,14**,141442,9.90**,10.16**,287
District of Columbia,2020,Males,American Indian / Alaska Native,0**,2205,0.00**,0.00**,
District of Columbia,2020,Males,HI Native / Pacific Islander,0**,535,0.00**,0.00**,
District of Columbia,2020,Males,More than One Race,0**,9284,0.00**,0.00**,
District of Columbia,2020,Females,American Indian / Alaska Native,0**,1891,0.00**,0.00**,
District of Columbia,2020,Females,HI Native / Pacific Islander,0**,536,0.00**,0.00**,
District of Columbia,2020,Females,More than One Race,0**,10666,0.00**,0.00**,
District of Columbia,2019,Males,White,13**,162193,8.02**,7.43**,242
District of Columbia,2019,Males,Black,16**,147896,10.82**,11.26**,498
District of Columbia,2019,Males,American Indian / Alaska Native,0**,2326,0.00**,0.00**,
District of Columbia,2019,Males,Asian,0**,13383,0.00**,0.00**,
District of Columbia,2019,Males,HI Native / Pacific Islander,0**,552,0.00**,0.00**,
District of Columbia,2019,Males,More than One Race,0**,9510,0.00**,0.00**,
District of Columbia,2019,Females,American Indian / Alaska Native,0**,1992,0.00**,0.00**,
District of Columbia,2019,Females,Asian,0**,18314,0.00**,0.00**,
District of Columbia,2019,Females,HI Native / Pacific Islander,0**,548,0.00**,0.00**,
District of Columbia,2019,Females,More than One Race,0**,11080,0.00**,0.00**,
District of Columbia,2018,Males,White,26,159858,16.26,16.26,461
District of Columbia,2018,Males,Black,12**,149405,8.03**,7.18**,344
District of Columbia,2018,Males,American Indian / Alaska Native,0**,2310,0.00**,0.00**,
District of Columbia,2018,Males,HI Native / Pacific Islander,0**,556,0.00**,0.00**,
District of Columbia,2018,Females,American Indian / Alaska Native,0**,1954,0.00**,0.00**,
District of Columbia,2018,Females,HI Native / Pacific Islander,0**,582,0.00**,0.00**,
District of Columbia,2018,Females,More than One Race,0**,10819,0.00**,0.00**,
Florida,2023,Males,White,"2,527",8557459,29.53,25.45,"35,938"
Florida,2023,Males,Black,209,1852064,11.29,11.13,"5,712"
Florida,2023,Males,Asian,51,339772,15.01,14.71,"1,382"
Florida,2023,Males,More than One Race,28,277163,10.1,11.23,905
Florida,2023,Females,White,723,8775872,8.24,7.44,"11,000"
Florida,2023,Females,Black,59,1977350,2.98,2.92,"1,595"
Florida,2023,Females,Asian,10**,388453,2.57**,2.28**,195
Florida,2022,Males,White,"2,408",8431279,28.56,24.91,"35,504"
Florida,2022,Males,Black,194,1825753,10.63,10.85,"5,488"
Florida,2022,Males,Asian,37,325028,11.38,11.17,908
Florida,2022,Males,More than One Race,25,266253,9.39,9.99,880
Florida,2022,Females,White,690,8650619,7.98,7.34,"11,405"
Florida,2022,Females,Black,59,1951278,3.02,2.93,"1,710"
Florida,2022,Females,American Indian / Alaska Native,0**,58770,0.00**,0.00**,
Florida,2022,Females,Asian,16**,371137,4.31**,4.23**,418
Florida,2022,Females,HI Native / Pacific Islander,0**,13908,0.00**,0.00**,
Florida,2022,Females,More than One Race,11**,273142,4.03**,4.20**,350
Florida,2021,Males,White,"2,304",8284313,27.81,24.34,"35,121"
Florida,2021,Males,Black,196,1797330,10.91,10.62,"5,916"
Florida,2021,Males,Asian,25,312347,8,7.93,720
Florida,2021,Males,More than One Race,24,253779,9.46,11.76,740
Florida,2021,Females,White,705,8500149,8.29,7.48,"10,728"
Florida,2021,Females,Black,60,1922449,3.12,3.1,"1,897"
Florida,2021,Females,Asian,18**,356539,5.05**,4.86**,433
Florida,2021,Females,More than One Race,10**,260613,3.84**,4.26**,289
Florida,2020,Males,White,"2,188",8204167,26.67,23.47,"33,784"
Florida,2020,Males,Black,176,1782167,9.88,9.64,"5,167"
Florida,2020,Males,Asian,28,304140,9.21,8.96,667
Florida,2020,Males,More than One Race,21,244204,8.6,11.76,558
Florida,2020,Females,White,651,8413356,7.74,7.1,"10,899"
Florida,2020,Females,Black,37,1905165,1.94,2.01,"1,224"
Florida,2020,Females,Asian,17**,347663,4.89**,4.34**,280
Florida,2020,Females,HI Native / Pacific Islander,0**,12842,0.00**,0.00**,
Florida,2020,Females,More than One Race,10**,251548,3.98**,4.64**,324
Florida,2019,Males,White,"2,434",8143000,29.89,25.81,"35,213"
Florida,2019,Males,Black,181,1759298,10.29,10.28,"5,242"
Florida,2019,Males,Asian,32,296426,10.8,10.04,759
Florida,2019,Males,More than One Race,14**,235823,5.94**,5.96**,508
Florida,2019,Females,White,739,8442364,8.75,7.96,"11,547"
Florida,2019,Females,Black,41,1891339,2.17,2.18,"1,122"
Florida,2019,Females,American Indian / Alaska Native,0**,53234,0.00**,0.00**,
Florida,2019,Females,Asian,14**,343765,4.07**,3.81**,297
Florida,2019,Females,HI Native / Pacific Islander,0**,12405,0.00**,0.00**,
Florida,2018,Males,White,"2,575",8069093,31.91,27.86,"37,040"
Florida,2018,Males,Black,176,1736258,10.14,10.24,"4,787"
Florida,2018,Males,Asian,25,289157,8.65,8.09,474
Florida,2018,Males,HI Native / Pacific Islander,0**,12279,0.00**,0.00**,
Florida,2018,Males,More than One Race,18**,228123,7.89**,10.54**,520
Florida,2018,Females,White,699,8360725,8.36,7.63,"11,274"
Florida,2018,Females,Black,41,1867052,2.2,2.15,"1,054"
Florida,2018,Females,Asian,15**,335701,4.47**,4.57**,424
Florida,2018,Females,HI Native / Pacific Islander,0**,12021,0.00**,0.00**,
Florida,2018,Females,More than One Race,10**,236365,4.23**,5.22**,225
Georgia,2023,Males,White,987,3222469,30.63,29.25,"18,240"
Georgia,2023,Males,Black,311,1714875,18.14,17.52,"9,515"
Georgia,2023,Males,Asian,34,261905,12.98,13.11,753
Georgia,2023,Females,White,257,3251080,7.91,7.44,"4,661"
Georgia,2023,Females,Black,59,1946877,3.03,3,"1,867"
Georgia,2023,Females,American Indian / Alaska Native,0**,30702,0.00**,0.00**,
Georgia,2022,Males,White,978,3208693,30.48,29.52,"18,836"
Georgia,2022,Males,Black,277,1691718,16.37,15.99,"8,035"
Georgia,2022,Males,Asian,23,251221,9.16,9.79,671
Georgia,2022,Females,White,255,3233506,7.89,7.56,"4,979"
Georgia,2022,Females,Black,67,1919398,3.49,3.47,"2,053"
Georgia,2022,Females,Asian,11**,264919,4.15**,4.14**,225
Georgia,2022,Females,HI Native / Pacific Islander,0**,7296,0.00**,0.00**,
Georgia,2021,Males,White,982,3196488,30.72,29.6,"19,374"
Georgia,2021,Males,Black,300,1661838,18.05,17.89,"9,023"
Georgia,2021,Males,Asian,38,240449,15.8,16.33,"1,055"
Georgia,2021,Males,HI Native / Pacific Islander,0**,7726,0.00**,0.00**,
Georgia,2021,Females,White,252,3219886,7.83,7.49,"4,868"
Georgia,2021,Females,Black,77,1886739,4.08,4.06,"2,156"
Georgia,2021,Females,Asian,15**,253785,5.91**,5.60**,371
Georgia,2021,Females,HI Native / Pacific Islander,0**,7233,0.00**,0.00**,
Georgia,2020,Males,White,930,3196389,29.1,28.37,"18,125"
Georgia,2020,Males,Black,235,1651908,14.23,13.96,"7,138"
Georgia,2020,Males,Asian,30,234743,12.78,12.33,855
Georgia,2020,Males,HI Native / Pacific Islander,0**,7599,0.00**,0.00**,
Georgia,2020,Females,White,228,3213292,7.1,6.88,"4,525"
Georgia,2020,Females,Black,51,1867654,2.73,2.71,"1,742"
Georgia,2020,Females,American Indian / Alaska Native,0**,28037,0.00**,0.00**,
Georgia,2020,Females,HI Native / Pacific Islander,0**,7042,0.00**,0.00**,
Georgia,2019,Males,White,996,3165955,31.46,30.41,"18,926"
Georgia,2019,Males,Black,210,1620147,12.96,12.79,"5,812"
Georgia,2019,Males,Asian,30,227664,13.18,13.09,847
Georgia,2019,Females,White,278,3218889,8.64,8.5,"5,499"
Georgia,2019,Females,Black,54,1844966,2.93,2.85,"1,587"
Georgia,2019,Females,American Indian / Alaska Native,0**,26736,0.00**,0.00**,
Georgia,2019,Females,HI Native / Pacific Islander,0**,6830,0.00**,0.00**,
Georgia,2018,Males,White,963,3152732,30.55,29.27,"18,106"
Georgia,2018,Males,Black,218,1595626,13.66,13.4,"6,582"
Georgia,2018,Males,Asian,28,220252,12.71,12.43,753
Georgia,2018,Females,White,289,3202933,9.02,8.66,"5,418"
Georgia,2018,Females,Black,48,1815191,2.64,2.67,"1,217"
Georgia,2018,Females,American Indian / Alaska Native,0**,26062,0.00**,0.00**,
Georgia,2018,Females,Asian,12**,234167,5.13**,5.16**,271
Georgia,2018,Females,HI Native / Pacific Islander,0**,6712,0.00**,0.00**,
Hawaii,2023,Males,White,60,192757,31.13,26,771
Hawaii,2023,Males,American Indian / Alaska Native,0**,3039,0.00**,0.00**,
Hawaii,2023,Males,Asian,36,249881,14.41,13.64,655
Hawaii,2023,Males,HI Native / Pacific Islander,26,75372,34.5,35.98,747
Hawaii,2023,Males,More than One Race,49,179623,27.28,32.17,"1,213"
Hawaii,2023,Females,White,18**,168758,10.67**,10.38**,257
Hawaii,2023,Females,Black,0**,12275,0.00**,0.00**,
Hawaii,2023,Females,American Indian / Alaska Native,0**,2600,0.00**,0.00**,
Hawaii,2023,Females,Asian,12**,285895,4.20**,3.63**,177
Hawaii,2023,Females,More than One Race,17**,173435,9.80**,10.30**,496
Hawaii,2022,Males,White,60,193345,31.03,27.1,"1,075"
Hawaii,2022,Males,Asian,44,251747,17.48,15.25,681
Hawaii,2022,Males,HI Native / Pacific Islander,14**,75895,18.45**,19.19**,416
Hawaii,2022,Males,More than One Race,69,179761,38.38,45.86,"1,622"
Hawaii,2022,Females,White,23,167985,13.69,11.14,276
Hawaii,2022,Females,Black,0**,12266,0.00**,0.00**,
Hawaii,2022,Females,American Indian / Alaska Native,0**,2515,0.00**,0.00**,
Hawaii,2022,Females,Asian,15**,287507,5.22**,5.09**,259
Hawaii,2022,Females,More than One Race,17**,173306,9.81**,10.81**,482
Hawaii,2021,Males,White,53,194778,27.21,23.97,814
Hawaii,2021,Males,American Indian / Alaska Native,0**,2912,0.00**,0.00**,
Hawaii,2021,Males,Asian,23,253931,9.06,8.16,412
Hawaii,2021,Males,HI Native / Pacific Islander,12**,76608,15.66**,16.95**,391
Hawaii,2021,Males,More than One Race,53,180627,29.34,34.02,"1,318"
Hawaii,2021,Females,White,26,167361,15.54,12.66,367
Hawaii,2021,Females,Black,0**,12208,0.00**,0.00**,
Hawaii,2021,Females,American Indian / Alaska Native,0**,2510,0.00**,0.00**,
Hawaii,2021,Females,Asian,15**,289000,5.19**,4.31**,188
Hawaii,2021,Females,More than One Race,15**,173958,8.62**,9.59**,412
Hawaii,2020,Males,White,53,196042,27.04,25.19,845
Hawaii,2020,Males,American Indian / Alaska Native,0**,2837,0.00**,0.00**,
Hawaii,2020,Males,Asian,20**,255292,7.83**,6.86**,337
Hawaii,2020,Males,HI Native / Pacific Islander,10**,77318,12.93**,13.07**,290
Hawaii,2020,Males,More than One Race,45,180484,24.93,28.9,"1,146"
Hawaii,2020,Females,White,15**,166387,9.02**,7.91**,205
Hawaii,2020,Females,American Indian / Alaska Native,0**,2498,0.00**,0.00**,
Hawaii,2020,Females,Asian,19**,290351,6.54**,5.72**,308
Hawaii,2020,Females,More than One Race,17**,173377,9.81**,11.78**,443
Hawaii,2019,Males,White,66,192472,34.29,30.18,"1,022"
Hawaii,2019,Males,Black,0**,18558,0.00**,0.00**,
Hawaii,2019,Males,American Indian / Alaska Native,0**,2897,0.00**,0.00**,
Hawaii,2019,Males,Asian,42,244228,17.2,16.52,778
Hawaii,2019,Males,HI Native / Pacific Islander,21,75641,27.76,27.91,663
Hawaii,2019,Males,More than One Race,53,175400,30.22,35.14,"1,452"
Hawaii,2019,Females,White,18**,166168,10.83**,8.95**,264
Hawaii,2019,Females,Black,0**,12256,0.00**,0.00**,
Hawaii,2019,Females,American Indian / Alaska Native,0**,2533,0.00**,0.00**,
Hawaii,2019,Females,Asian,12**,282302,4.25**,3.00**,115
Hawaii,2019,Females,More than One Race,10**,170260,5.87**,6.05**,350
Hawaii,2018,Males,White,54,194732,27.73,25.05,755
Hawaii,2018,Males,Black,0**,18642,0.00**,0.00**,
Hawaii,2018,Males,Asian,27,246047,10.97,8.36,343
Hawaii,2018,Males,HI Native / Pacific Islander,15**,76071,19.72**,19.85**,535
Hawaii,2018,Males,More than One Race,39,174955,22.29,25.16,"1,126"
Hawaii,2018,Females,White,10**,167602,5.97**,4.41**,119
Hawaii,2018,Females,American Indian / Alaska Native,0**,2519,0.00**,0.00**,
Hawaii,2018,Females,Asian,15**,284317,5.28**,3.98**,173
Hawaii,2018,Females,More than One Race,11**,169813,6.48**,6.89**,286
Idaho,2023,Males,White,352,914394,38.5,38.72,"7,252"
Idaho,2023,Males,HI Native / Pacific Islander,0**,2520,0.00**,0.00**,
Idaho,2023,Females,White,92,902195,10.2,9.61,"1,821"
Idaho,2023,Females,Asian,0**,18904,0.00**,0.00**,
Idaho,2023,Females,HI Native / Pacific Islander,0**,2181,0.00**,0.00**,
Idaho,2022,Males,White,336,903812,37.18,36.04,"6,564"
Idaho,2022,Females,White,87,892609,9.75,9.54,"1,823"
Idaho,2022,Females,Black,0**,8128,0.00**,0.00**,
Idaho,2021,Males,White,311,888429,35.01,35.22,"6,976"
Idaho,2021,Males,Black,0**,10193,0.00**,0.00**,
Idaho,2021,Males,HI Native / Pacific Islander,0**,2320,0.00**,0.00**,
Idaho,2021,Females,White,60,878734,6.83,6.96,"1,461"
Idaho,2021,Females,Black,0**,7819,0.00**,0.00**,
Idaho,2021,Females,HI Native / Pacific Islander,0**,2076,0.00**,0.00**,
Idaho,2021,Females,More than One Race,0**,25402,0.00**,0.00**,
Idaho,2020,Males,White,333,863646,38.56,39.11,"7,151"
Idaho,2020,Females,White,77,854617,9.01,9.2,"1,826"
Idaho,2020,Females,Black,0**,7425,0.00**,0.00**,
Idaho,2020,Females,HI Native / Pacific Islander,0**,1966,0.00**,0.00**,
Idaho,2020,Females,More than One Race,0**,23964,0.00**,0.00**,
Idaho,2019,Males,White,265,834872,31.74,31.42,"4,995"
Idaho,2019,Females,White,73,829480,8.8,8.83,"1,593"
Idaho,2019,Females,Black,0**,6863,0.00**,0.00**,
Idaho,2019,Females,HI Native / Pacific Islander,0**,1882,0.00**,0.00**,
Idaho,2018,Males,White,305,818418,37.27,37.23,"6,526"
Idaho,2018,Males,American Indian / Alaska Native,16**,15349,104.24**,107.56**,541
Idaho,2018,Males,HI Native / Pacific Islander,0**,1988,0.00**,0.00**,
Idaho,2018,Females,White,87,813246,10.7,10.72,"1,779"
Idaho,2018,Females,Asian,0**,15348,0.00**,0.00**,
Idaho,2018,Females,HI Native / Pacific Islander,0**,1838,0.00**,0.00**,
Illinois,2023,Males,White,"1,047",4760058,22,20.53,"18,861"
Illinois,2023,Males,Black,136,864808,15.73,15.33,"3,827"
Illinois,2023,Males,Asian,25,385041,6.49,6.32,708
Illinois,2023,Males,HI Native / Pacific Islander,0**,4502,0.00**,0.00**,
Illinois,2023,Females,White,295,4780637,6.17,5.82,"5,240"
Illinois,2023,Females,Black,34,971297,3.5,3.49,"1,008"
Illinois,2023,Females,American Indian / Alaska Native,0**,39236,0.00**,0.00**,
Illinois,2023,Females,Asian,12**,408719,2.94**,2.76**,321
Illinois,2022,Males,White,"1,046",4782937,21.87,20.72,"19,506"
Illinois,2022,Males,Black,117,869164,13.46,13.43,"3,364"
Illinois,2022,Males,Asian,30,379182,7.91,7.89,690
Illinois,2022,Males,HI Native / Pacific Islander,0**,4500,0.00**,0.00**,
Illinois,2022,Females,White,282,4802126,5.87,5.78,"5,834"
Illinois,2022,Females,Black,38,975673,3.9,4.1,"1,202"
Illinois,2022,Females,American Indian / Alaska Native,0**,38755,0.00**,0.00**,
Illinois,2021,Males,White,966,4834153,19.98,19.07,"18,019"
Illinois,2021,Males,Black,128,878781,14.57,14.41,"3,959"
Illinois,2021,Males,American Indian / Alaska Native,0**,41591,0.00**,0.00**,
Illinois,2021,Males,Asian,30,375839,7.98,7.49,754
Illinois,2021,Males,HI Native / Pacific Islander,0**,4542,0.00**,0.00**,
Illinois,2021,Females,White,256,4851568,5.28,5.1,"5,219"
Illinois,2021,Females,Black,48,985153,4.87,4.91,"1,698"
Illinois,2021,Females,American Indian / Alaska Native,0**,38624,0.00**,0.00**,
Illinois,2021,Females,Asian,10**,398511,2.51**,2.33**,228
Illinois,2021,Females,HI Native / Pacific Islander,0**,4180,0.00**,0.00**,
Illinois,2020,Males,White,915,4881439,18.74,18.06,"17,698"
Illinois,2020,Males,Black,116,885349,13.1,12.76,"3,394"
Illinois,2020,Males,American Indian / Alaska Native,0**,41594,0.00**,0.00**,
Illinois,2020,Males,Asian,33,374110,8.82,8.55,"1,045"
Illinois,2020,Males,HI Native / Pacific Islander,0**,4483,0.00**,0.00**,
Illinois,2020,Males,More than One Race,12**,136296,8.80**,13.49**,317
Illinois,2020,Females,White,227,4898154,4.63,4.61,"4,863"
Illinois,2020,Females,Black,33,992884,3.32,3.27,745
Illinois,2020,Females,American Indian / Alaska Native,0**,38549,0.00**,0.00**,
Illinois,2020,Females,Asian,18**,396734,4.54**,4.70**,542
Illinois,2020,Females,HI Native / Pacific Islander,0**,4173,0.00**,0.00**,
Illinois,2019,Males,White,978,4809438,20.34,19.3,"18,064"
Illinois,2019,Males,Black,88,874435,10.06,9.86,"2,361"
Illinois,2019,Males,Asian,37,364538,10.15,9.65,995
Illinois,2019,Females,White,286,4893608,5.84,5.66,"5,599"
Illinois,2019,Females,Black,25,984874,2.54,2.54,663
Illinois,2019,Females,American Indian / Alaska Native,0**,36893,0.00**,0.00**,
Illinois,2019,Females,Asian,12**,391145,3.07**,2.91**,204
Illinois,2018,Males,White,"1,028",4841268,21.23,20.29,"19,653"
Illinois,2018,Males,Black,94,877287,10.72,10.73,"2,707"
Illinois,2018,Males,Asian,31,360918,8.59,8.16,798
Illinois,2018,Males,HI Native / Pacific Islander,0**,4267,0.00**,0.00**,
Illinois,2018,Females,White,285,4926004,5.79,5.66,"6,012"
Illinois,2018,Females,Black,26,988717,2.63,2.71,819
Illinois,2018,Females,American Indian / Alaska Native,0**,36362,0.00**,0.00**,
Illinois,2018,Females,Asian,14**,387376,3.61**,3.81**,466
Illinois,2018,Females,HI Native / Pacific Islander,0**,3966,0.00**,0.00**,
Indiana,2023,Males,White,901,2854507,31.56,30.42,"16,919"
Indiana,2023,Males,Black,66,346507,19.05,19.38,"1,961"
Indiana,2023,Males,Asian,11**,99971,11.00**,9.15**,346
Indiana,2023,Males,HI Native / Pacific Islander,0**,2908,0.00**,0.00**,
Indiana,2023,Females,White,179,2888961,6.2,6.29,"3,795"
Indiana,2023,Females,Black,16**,368649,4.34**,4.62**,324
Indiana,2023,Females,American Indian / Alaska Native,0**,15592,0.00**,0.00**,
Indiana,2023,Females,HI Native / Pacific Islander,0**,2773,0.00**,0.00**,
Indiana,2023,Females,More than One Race,0**,84492,0.00**,0.00**,
Indiana,2022,Males,White,860,2852061,30.15,29.1,"15,759"
Indiana,2022,Males,Black,59,340603,17.32,17.19,"1,694"
Indiana,2022,Males,Asian,14**,96127,14.56**,12.97**,412
Indiana,2022,Males,HI Native / Pacific Islander,0**,2774,0.00**,0.00**,
Indiana,2022,Males,More than One Race,10**,81511,12.27**,10.62**,386
Indiana,2022,Females,White,183,2886345,6.34,6.26,"3,723"
Indiana,2022,Females,Black,16**,362734,4.41**,4.48**,487
Indiana,2022,Females,HI Native / Pacific Islander,0**,2617,0.00**,0.00**,
Indiana,2021,Males,White,845,2854053,29.61,29.1,"17,392"
Indiana,2021,Males,Black,58,336114,17.26,18.07,"1,648"
Indiana,2021,Males,American Indian / Alaska Native,0**,15821,0.00**,0.00**,
Indiana,2021,Males,Asian,17**,92747,18.33**,18.77**,554
Indiana,2021,Males,HI Native / Pacific Islander,0**,2611,0.00**,0.00**,
Indiana,2021,Females,White,184,2887191,6.37,6.42,"4,358"
Indiana,2021,Females,Black,11**,358124,3.07**,2.86**,329
Indiana,2021,Females,American Indian / Alaska Native,0**,15071,0.00**,0.00**,
Indiana,2020,Males,White,749,2852484,26.26,25.93,"15,179"
Indiana,2020,Males,Black,63,331024,19.03,19.3,"1,817"
Indiana,2020,Females,White,175,2885967,6.06,6.31,"4,116"
Indiana,2020,Females,Black,15**,353473,4.24**,4.03**,541
Indiana,2020,Females,HI Native / Pacific Islander,0**,2388,0.00**,0.00**,
Indiana,2019,Males,White,734,2817091,26.06,25.43,"14,166"
Indiana,2019,Males,Black,48,325198,14.76,14.48,"1,418"
Indiana,2019,Males,HI Native / Pacific Islander,0**,2351,0.00**,0.00**,
Indiana,2019,Females,White,166,2886220,5.75,5.74,"3,509"
Indiana,2019,Females,Black,10**,348502,2.87**,3.04**,303
Indiana,2019,Females,American Indian / Alaska Native,0**,14020,0.00**,0.00**,
Indiana,2019,Females,Asian,0**,86463,0.00**,0.00**,
Indiana,2019,Females,More than One Race,0**,74118,0.00**,0.00**,
Indiana,2018,Males,White,772,2812038,27.45,26.88,"16,236"
Indiana,2018,Males,Black,45,320197,14.05,13.35,"1,510"
Indiana,2018,Males,American Indian / Alaska Native,0**,14212,0.00**,0.00**,
Indiana,2018,Males,HI Native / Pacific Islander,0**,2289,0.00**,0.00**,
Indiana,2018,Females,White,231,2880676,8.02,7.97,"4,925"
Indiana,2018,Females,Black,15**,343777,4.36**,4.55**,409
Indiana,2018,Females,HI Native / Pacific Islander,0**,2205,0.00**,0.00**,
Indiana,2018,Females,More than One Race,0**,71930,0.00**,0.00**,
Iowa,2023,Males,White,386,1435652,26.89,26.58,"7,685"
Iowa,2023,Males,Black,14**,77367,18.10**,14.84**,556
Iowa,2023,Females,White,85,1439021,5.91,5.72,"1,752"
Iowa,2023,Females,American Indian / Alaska Native,0**,9819,0.00**,0.00**,
Iowa,2023,Females,Asian,0**,43444,0.00**,0.00**,
Iowa,2022,Males,White,444,1435395,30.93,30.37,"8,449"
Iowa,2022,Males,Black,18**,75616,23.80**,24.24**,580
Iowa,2022,Males,HI Native / Pacific Islander,0**,3946,0.00**,0.00**,
Iowa,2022,Females,White,104,1439309,7.23,7.2,"2,047"
Iowa,2022,Females,American Indian / Alaska Native,0**,9469,0.00**,0.00**,
Iowa,2022,Females,HI Native / Pacific Islander,0**,3674,0.00**,0.00**,
Iowa,2021,Males,White,426,1438721,29.61,29.74,"8,670"
Iowa,2021,Males,Black,16**,73662,21.72**,20.62**,472
Iowa,2021,Females,White,89,1442343,6.17,6.52,"1,992"
Iowa,2021,Females,HI Native / Pacific Islander,0**,3103,0.00**,0.00**,
Iowa,2020,Males,White,431,1439182,29.95,30.86,"9,142"
Iowa,2020,Males,HI Native / Pacific Islander,0**,2868,0.00**,0.00**,
Iowa,2020,Females,White,91,1443366,6.31,6.59,"1,743"
Iowa,2020,Females,HI Native / Pacific Islander,0**,2665,0.00**,0.00**,
Iowa,2019,Males,White,405,1417123,28.58,27.99,"8,402"
Iowa,2019,Males,Black,14**,69081,20.27**,17.15**,480
Iowa,2019,Females,White,89,1440897,6.18,6.56,"2,134"
Iowa,2019,Females,More than One Race,0**,31333,0.00**,0.00**,
Iowa,2018,Males,White,389,1416516,27.46,26.88,"7,862"
Iowa,2018,Females,White,83,1441367,5.76,5.99,"1,736"
Iowa,2018,Females,HI Native / Pacific Islander,0**,2094,0.00**,0.00**,
Kansas,2023,Males,White,397,1263241,31.43,31.34,"8,574"
Kansas,2023,Males,Black,26,95417,27.25,25.73,761
Kansas,2023,Males,More than One Race,13**,49235,26.40**,38.40**,367
Kansas,2023,Females,White,103,1261250,8.17,8.25,"2,135"
Kansas,2023,Females,HI Native / Pacific Islander,0**,2132,0.00**,0.00**,
Kansas,2022,Males,White,426,1263099,33.73,33.91,"9,009"
Kansas,2022,Males,Black,27,95325,28.32,25.25,861
Kansas,2022,Males,More than One Race,13**,48354,26.89**,29.44**,431
Kansas,2022,Females,White,104,1259999,8.25,8.56,"2,298"
Kansas,2021,Males,White,434,1264857,34.31,34.64,"9,902"
Kansas,2021,Males,Black,24,95456,25.14,26.68,712
Kansas,2021,Males,HI Native / Pacific Islander,0**,2218,0.00**,0.00**,
Kansas,2021,Females,White,79,1261128,6.26,6.72,"2,042"
Kansas,2021,Females,HI Native / Pacific Islander,0**,1930,0.00**,0.00**,
Kansas,2020,Males,White,377,1266415,29.77,29.56,"8,754"
Kansas,2020,Males,Black,20**,95207,21.01**,19.52**,739
Kansas,2020,Males,More than One Race,13**,46760,27.80**,38.13**,398
Kansas,2020,Females,White,100,1262426,7.92,8.29,"2,165"
Kansas,2020,Females,HI Native / Pacific Islander,0**,1851,0.00**,0.00**,
Kansas,2019,Males,White,380,1247542,30.46,30.47,"8,300"
Kansas,2019,Males,Black,19**,92835,20.47**,19.25**,597
Kansas,2019,Males,HI Native / Pacific Islander,0**,2037,0.00**,0.00**,
Kansas,2019,Males,More than One Race,14**,45208,30.97**,37.64**,453
Kansas,2019,Females,White,99,1263311,7.84,8.21,"2,300"
Kansas,2019,Females,HI Native / Pacific Islander,0**,1775,0.00**,0.00**,
Kansas,2018,Males,White,395,1250100,31.6,31.38,"8,972"
Kansas,2018,Males,Black,19**,92686,20.50**,19.05**,649
Kansas,2018,Males,Asian,11**,44966,24.46**,28.42**,334
Kansas,2018,Males,HI Native / Pacific Islander,0**,2012,0.00**,0.00**,
Kansas,2018,Females,White,104,1264082,8.23,8.46,"2,307"
Kansas,2018,Females,HI Native / Pacific Islander,0**,1680,0.00**,0.00**,
Kentucky,2023,Males,White,600,1941889,30.9,29.92,"11,691"
Kentucky,2023,Males,Black,49,198261,24.72,24.79,"1,252"
Kentucky,2023,Males,American Indian / Alaska Native,0**,8022,0.00**,0.00**,
Kentucky,2023,Females,White,147,1980748,7.42,7.16,"2,897"
Kentucky,2023,Females,Asian,0**,41911,0.00**,0.00**,
Kentucky,2023,Females,HI Native / Pacific Islander,0**,2603,0.00**,0.00**,
Kentucky,2022,Males,White,625,1940592,32.21,31.82,"12,000"
Kentucky,2022,Males,Black,45,196201,22.94,21.58,"1,399"
Kentucky,2022,Females,White,130,1978188,6.57,6.48,"2,474"
Kentucky,2022,Females,Black,11**,195596,5.62**,5.67**,331
Kentucky,2022,Females,HI Native / Pacific Islander,0**,2484,0.00**,0.00**,
Kentucky,2021,Males,White,653,1944130,33.59,33.07,"12,892"
Kentucky,2021,Males,Black,36,193422,18.61,16.91,"1,044"
Kentucky,2021,Females,White,112,1981420,5.65,5.63,"2,339"
Kentucky,2021,Females,American Indian / Alaska Native,0**,6941,0.00**,0.00**,
Kentucky,2021,Females,HI Native / Pacific Islander,0**,2300,0.00**,0.00**,
Kentucky,2021,Females,More than One Race,0**,49335,0.00**,0.00**,
Kentucky,2020,Males,White,632,1949500,32.42,32.19,"12,700"
Kentucky,2020,Males,Black,34,192534,17.66,16.74,"1,012"
Kentucky,2020,Males,American Indian / Alaska Native,0**,7414,0.00**,0.00**,
Kentucky,2020,Males,HI Native / Pacific Islander,0**,2487,0.00**,0.00**,
Kentucky,2020,Females,White,114,1984281,5.75,5.65,"2,244"
Kentucky,2020,Females,American Indian / Alaska Native,0**,6774,0.00**,0.00**,
Kentucky,2020,Females,HI Native / Pacific Islander,0**,2235,0.00**,0.00**,
Kentucky,2019,Males,White,554,1924203,28.79,27.37,"10,143"
Kentucky,2019,Males,Black,28,188710,14.84,15.44,851
Kentucky,2019,Males,HI Native / Pacific Islander,0**,2373,0.00**,0.00**,
Kentucky,2019,Females,White,152,1986455,7.65,7.92,"3,374"
